********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,See Legend,C,Flag Code See Legend,mS/cm,Flag Code See Legend,psu,Flag Code See Legend,%,Flag Code See Legend,mg/L,Flag Code See Legend,m,Flag Code See Legend,m,Flag Code See Legend,Units,Flag Code See Legend,FNU/NTU,Flag Code See Legend
noczbwq,P,03/30/2022 04:15,1,1,,13.7,<0> ,30.22,<0> ,18.8,<0> ,97.9,<0> ,9.1,<0> ,0.27,<0> ,0.17,<3> [GCC],8.2,<0> ,12,<0> ,
noczbwq,P,03/30/2022 04:30,1,1,,13.0,<0> ,29.88,<0> ,18.5,<0> ,88.9,<0> ,8.3,<0> ,0.36,<0> ,0.26,<3> [GCC],8.2,<0> ,19,<0> ,
noczbwq,P,03/30/2022 04:45,1,1,,13.5,<0> ,30.12,<0> ,18.7,<0> ,92.2,<0> ,8.6,<0> ,0.48,<0> ,0.38,<3> [GCC],8.2,<0> ,11,<0> ,
noczbwq,P,03/30/2022 05:00,1,1,,13.8,<0> ,29.87,<0> ,18.5,<0> ,103.4,<0> ,9.5,<0> ,0.61,<0> ,0.51,<3> [GCC],8.2,<0> ,9,<0> ,
noczbwq,P,03/30/2022 05:15,1,1,,14.0,<0> ,29.75,<0> ,18.5,<0> ,99.1,<0> ,9.1,<0> ,0.78,<0> ,0.68,<3> [GCC],8.1,<0> ,7,<0> ,
noczbwq,P,03/30/2022 05:30,1,1,,14.2,<0> ,29.54,<0> ,18.3,<0> ,98.1,<0> ,9.0,<0> ,0.94,<0> ,0.84,<3> [GCC],8.1,<0> ,6,<0> ,
noczbwq,P,03/30/2022 05:45,1,1,,13.9,<0> ,29.79,<0> ,18.5,<0> ,90.3,<0> ,8.3,<0> ,1.08,<0> ,0.98,<3> [GCC],8.0,<0> ,7,<0> ,
noczbwq,P,03/30/2022 06:00,1,1,,13.7,<0> ,29.57,<0> ,18.3,<0> ,86.4,<0> ,8.0,<0> ,1.19,<0> ,1.09,<3> [GCC],8.0,<0> ,5,<0> ,
noczbwq,P,03/30/2022 06:15,1,1,,13.9,<0> ,29.10,<0> ,18.0,<0> ,90.2,<0> ,8.3,<0> ,1.25,<0> ,1.15,<3> [GCC],8.0,<0> ,5,<0> ,
noczbwq,P,03/30/2022 06:30,1,1,,14.0,<0> ,28.77,<0> ,17.8,<0> ,88.8,<0> ,8.2,<0> ,1.30,<0> ,1.20,<3> [GCC],7.9,<0> ,6,<0> ,
noczbwq,P,03/30/2022 06:45,1,1,,14.2,<0> ,28.81,<0> ,17.8,<0> ,91.8,<0> ,8.5,<0> ,1.34,<0> ,1.24,<3> [GCC],7.9,<0> ,7,<0> ,
noczbwq,P,03/30/2022 07:00,1,1,,14.1,<0> ,28.78,<0> ,17.8,<0> ,90.1,<0> ,8.3,<0> ,1.36,<0> ,1.26,<3> [GCC],7.9,<0> ,5,<0> ,
noczbwq,P,03/30/2022 07:15,1,1,,14.0,<0> ,28.64,<0> ,17.7,<0> ,91.8,<0> ,8.5,<0> ,1.36,<0> ,1.25,<3> [GCC],8.0,<0> ,4,<0> ,
noczbwq,P,03/30/2022 07:30,1,1,,14.1,<0> ,28.65,<0> ,17.7,<0> ,92.5,<0> ,8.5,<0> ,1.35,<0> ,1.24,<3> [GCC],8.0,<0> ,5,<0> ,
noczbwq,P,03/30/2022 07:45,1,1,,14.1,<0> ,28.55,<0> ,17.6,<0> ,92.8,<0> ,8.6,<0> ,1.32,<0> ,1.21,<3> [GCC],8.0,<0> ,5,<0> ,
noczbwq,P,03/30/2022 08:00,1,1,,14.1,<0> ,28.59,<0> ,17.7,<0> ,93.5,<0> ,8.6,<0> ,1.28,<0> ,1.17,<3> [GCC],8.0,<0> ,5,<0> ,
noczbwq,P,03/30/2022 08:15,1,1,,14.2,<0> ,28.78,<0> ,17.8,<0> ,98.7,<0> ,9.1,<0> ,1.22,<0> ,1.11,<3> [GCC],8.1,<0> ,4,<0> ,
noczbwq,P,03/30/2022 08:30,1,1,,14.2,<0> ,28.96,<0> ,17.9,<0> ,101.0,<0> ,9.3,<0> ,1.15,<0> ,1.04,<3> [GCC],8.1,<0> ,5,<0> ,
noczbwq,P,03/30/2022 08:45,1,1,,14.2,<0> ,29.13,<0> ,18.0,<0> ,101.6,<0> ,9.3,<0> ,1.09,<0> ,0.98,<3> [GCC],8.1,<0> ,4,<0> ,
noczbwq,P,03/30/2022 09:00,1,1,,14.3,<0> ,29.39,<0> ,18.2,<0> ,106.7,<0> ,9.8,<0> ,1.03,<0> ,0.92,<3> [GCC],8.2,<0> ,5,<0> ,
noczbwq,P,03/30/2022 09:15,1,1,,14.3,<0> ,29.78,<0> ,18.5,<0> ,107.6,<0> ,9.8,<0> ,0.97,<0> ,0.86,<3> [GCC],8.2,<0> ,5,<0> ,
noczbwq,P,03/30/2022 09:30,1,1,,14.3,<0> ,30.06,<0> ,18.7,<0> ,108.3,<0> ,9.9,<0> ,0.92,<0> ,0.81,<3> [GCC],8.3,<0> ,6,<0> ,
noczbwq,P,03/30/2022 09:45,1,1,,14.2,<0> ,30.02,<0> ,18.6,<0> ,105.0,<0> ,9.6,<0> ,0.86,<0> ,0.75,<3> [GCC],8.2,<0> ,6,<0> ,
noczbwq,P,03/30/2022 10:00,1,1,,14.2,<0> ,29.99,<0> ,18.6,<0> ,102.3,<0> ,9.4,<0> ,0.80,<0> ,0.69,<3> [GCC],8.2,<0> ,6,<0> ,
noczbwq,P,03/30/2022 10:15,1,1,,14.1,<0> ,29.99,<0> ,18.6,<0> ,102.1,<0> ,9.4,<0> ,0.74,<0> ,0.63,<3> [GCC],8.2,<0> ,6,<0> ,
noczbwq,P,03/30/2022 10:30,1,1,,14.3,<0> ,29.96,<0> ,18.6,<0> ,100.5,<0> ,9.2,<0> ,0.69,<0> ,0.59,<3> [GCC],8.1,<0> ,5,<0> ,
noczbwq,P,03/30/2022 10:45,1,1,,14.4,<0> ,29.96,<0> ,18.6,<0> ,100.9,<0> ,9.2,<0> ,0.64,<0> ,0.54,<3> [GCC],8.1,<0> ,6,<0> ,
noczbwq,P,03/30/2022 11:00,1,1,,14.5,<0> ,30.00,<0> ,18.6,<0> ,102.6,<0> ,9.3,<0> ,0.59,<0> ,0.49,<3> [GCC],8.1,<0> ,6,<0> ,
noczbwq,P,03/30/2022 11:15,1,1,,14.6,<0> ,30.04,<0> ,18.7,<0> ,105.6,<0> ,9.6,<0> ,0.54,<0> ,0.44,<3> [GCC],8.1,<0> ,7,<0> ,
noczbwq,P,03/30/2022 11:30,1,1,,14.8,<0> ,30.05,<0> ,18.7,<0> ,105.4,<0> ,9.5,<0> ,0.50,<0> ,0.40,<3> [GCC],8.1,<0> ,8,<0> ,
noczbwq,P,03/30/2022 11:45,1,1,,14.8,<0> ,30.10,<0> ,18.7,<0> ,111.5,<0> ,10.1,<0> ,0.47,<0> ,0.37,<3> [GCC],8.1,<0> ,9,<0> ,
noczbwq,P,03/30/2022 12:00,1,1,,15.1,<0> ,30.12,<0> ,18.7,<0> ,110.8,<0> ,10.0,<0> ,0.43,<0> ,0.33,<3> [GCC],8.1,<0> ,11,<0> ,
noczbwq,P,03/30/2022 12:15,1,1,,15.3,<0> ,30.18,<0> ,18.8,<0> ,120.8,<0> ,10.8,<0> ,0.39,<0> ,0.29,<3> [GCC],8.2,<0> ,12,<0> ,
noczbwq,P,03/30/2022 12:30,1,1,,15.6,<0> ,30.18,<0> ,18.8,<0> ,122.7,<0> ,10.9,<0> ,0.36,<0> ,0.26,<3> [GCC],8.2,<0> ,13,<0> ,
noczbwq,P,03/30/2022 12:45,1,1,,15.8,<0> ,30.18,<0> ,18.8,<0> ,128.0,<0> ,11.3,<0> ,0.33,<0> ,0.23,<3> [GCC],8.2,<0> ,16,<0> ,
noczbwq,P,03/30/2022 13:00,1,1,,16.3,<0> ,30.24,<0> ,18.8,<0> ,134.2,<0> ,11.7,<0> ,0.30,<0> ,0.21,<3> [GCC],8.2,<0> ,22,<0> ,
noczbwq,P,03/30/2022 13:15,1,1,,16.8,<0> ,30.28,<0> ,18.8,<0> ,141.0,<0> ,12.2,<0> ,0.27,<0> ,0.18,<3> [GCC],8.2,<0> ,15,<0> ,
noczbwq,P,03/30/2022 13:30,1,1,,17.5,<0> ,30.33,<0> ,18.9,<0> ,135.4,<0> ,11.6,<0> ,0.25,<0> ,0.16,<3> [GCC],8.1,<0> ,28,<0> ,
noczbwq,P,03/30/2022 13:45,1,1,,18.0,<0> ,30.31,<0> ,18.9,<0> ,159.7,<0> ,13.5,<0> ,0.23,<0> ,0.14,<3> [GCC],8.2,<0> ,15,<0> ,
noczbwq,P,03/30/2022 14:00,1,1,,19.0,<0> ,30.37,<0> ,18.9,<0> ,152.0,<0> ,12.6,<0> ,0.20,<0> ,0.12,<3> [GCC],8.1,<0> ,51,<0> ,
noczbwq,P,03/30/2022 14:15,1,1,,19.5,<0> ,30.30,<0> ,18.8,<0> ,182.9,<0> ,15.0,<0> ,0.18,<0> ,0.10,<3> [GCC],8.3,<0> ,39,<0> ,
noczbwq,P,03/30/2022 14:30,1,1,,20.2,<0> ,30.32,<0> ,18.9,<0> ,185.9,<0> ,15.1,<0> ,0.16,<0> ,0.08,<3> [GCC],8.3,<0> ,38,<0> ,
noczbwq,P,03/30/2022 14:45,1,1,,20.9,<0> ,30.35,<0> ,18.9,<0> ,170.6,<0> ,13.7,<0> ,0.14,<0> ,0.06,<3> [GCC],8.2,<0> ,76,<0> ,
noczbwq,P,03/30/2022 15:00,1,1,,21.4,<0> ,30.34,<0> ,18.9,<0> ,174.5,<0> ,13.8,<0> ,0.13,<0> ,0.06,<3> [GCC],8.3,<0> ,98,<0> ,
noczbwq,P,03/30/2022 15:15,1,1,,22.0,<0> ,30.49,<0> ,19.0,<0> ,137.9,<0> ,10.8,<0> ,0.12,<0> ,0.05,<3> [GCC],8.1,<0> ,142,<0> ,
noczbwq,P,03/30/2022 15:30,1,1,,21.5,<0> ,30.41,<0> ,18.9,<0> ,151.7,<0> ,12.0,<0> ,0.13,<0> ,0.06,<3> [GCC],8.3,<0> ,89,<0> ,
noczbwq,P,03/30/2022 15:45,1,1,,21.5,<0> ,30.33,<0> ,18.8,<0> ,160.2,<0> ,12.7,<0> ,0.15,<0> ,0.08,<3> [GCC],8.4,<0> ,69,<0> ,
noczbwq,P,03/30/2022 16:00,1,1,,21.8,<0> ,30.37,<0> ,18.9,<0> ,159.9,<0> ,12.6,<0> ,0.19,<0> ,0.12,<3> [GCC],8.4,<0> ,160,<0> ,
noczbwq,P,03/30/2022 16:15,1,1,,21.1,<0> ,30.25,<0> ,18.8,<0> ,137.9,<0> ,11.0,<0> ,0.23,<0> ,0.17,<3> [GCC],8.3,<0> ,75,<0> ,
noczbwq,P,03/30/2022 16:30,1,1,,20.6,<0> ,33.00,<0> ,20.7,<0> ,139.5,<0> ,11.1,<0> ,0.29,<0> ,0.23,<3> [GCC],8.3,<0> ,48,<0> ,
noczbwq,P,03/30/2022 16:45,1,1,,19.2,<0> ,31.60,<0> ,19.7,<0> ,135.1,<0> ,11.1,<0> ,0.37,<0> ,0.31,<3> [GCC],8.3,<0> ,61,<0> ,
noczbwq,P,03/30/2022 17:00,1,1,,19.5,<0> ,30.47,<0> ,19.0,<0> ,140.1,<0> ,11.5,<0> ,0.47,<0> ,0.41,<3> [GCC],8.4,<0> ,69,<0> ,
noczbwq,P,03/30/2022 17:15,1,1,,18.9,<0> ,30.14,<0> ,18.7,<0> ,144.9,<0> ,12.1,<0> ,0.60,<0> ,0.54,<3> [GCC],8.5,<0> ,46,<0> ,
noczbwq,P,03/30/2022 17:30,1,1,,18.9,<0> ,30.60,<0> ,19.1,<0> ,145.8,<0> ,12.1,<0> ,0.74,<0> ,0.68,<3> [GCC],8.5,<0> ,43,<0> ,
noczbwq,P,03/30/2022 17:45,1,1,,18.6,<0> ,30.73,<0> ,19.1,<0> ,138.9,<0> ,11.6,<0> ,0.89,<0> ,0.83,<3> [GCC],8.5,<0> ,33,<0> ,
noczbwq,P,03/30/2022 18:00,1,1,,18.5,<0> ,30.87,<0> ,19.2,<0> ,134.4,<0> ,11.2,<0> ,1.02,<0> ,0.96,<3> [GCC],8.5,<0> ,26,<0> ,
noczbwq,P,03/30/2022 18:15,1,1,,18.6,<0> ,30.64,<0> ,19.1,<0> ,131.6,<0> ,11.0,<0> ,1.12,<0> ,1.07,<3> [GCC],8.4,<0> ,26,<0> ,
noczbwq,P,03/30/2022 18:30,1,1,,18.7,<0> ,30.35,<0> ,18.9,<0> ,125.6,<0> ,10.5,<0> ,1.19,<0> ,1.14,<3> [GCC],8.3,<0> ,27,<0> ,
noczbwq,P,03/30/2022 18:45,1,1,,18.7,<0> ,30.20,<0> ,18.8,<0> ,122.7,<0> ,10.3,<0> ,1.23,<0> ,1.18,<3> [GCC],8.3,<0> ,27,<0> ,
noczbwq,P,03/30/2022 19:00,1,1,,18.6,<0> ,29.95,<0> ,18.6,<0> ,116.6,<0> ,9.8,<0> ,1.27,<0> ,1.22,<3> [GCC],8.3,<0> ,30,<0> ,
noczbwq,P,03/30/2022 19:15,1,1,,18.6,<0> ,29.90,<0> ,18.6,<0> ,114.6,<0> ,9.6,<0> ,1.28,<0> ,1.23,<3> [GCC],8.2,<0> ,28,<0> ,
noczbwq,P,03/30/2022 19:30,1,1,,18.5,<0> ,29.85,<0> ,18.5,<0> ,111.8,<0> ,9.4,<0> ,1.30,<0> ,1.25,<3> [GCC],8.2,<0> ,32,<0> ,
noczbwq,P,03/30/2022 19:45,1,1,,18.5,<0> ,30.04,<0> ,18.7,<0> ,115.2,<0> ,9.7,<0> ,1.29,<0> ,1.24,<3> [GCC],8.3,<0> ,28,<0> ,
noczbwq,P,03/30/2022 20:00,1,1,,18.4,<0> ,30.57,<0> ,19.0,<0> ,121.2,<0> ,10.2,<0> ,1.26,<0> ,1.21,<3> [GCC],8.4,<0> ,21,<0> ,
noczbwq,P,03/30/2022 20:15,1,1,,18.3,<0> ,30.75,<0> ,19.2,<0> ,120.0,<0> ,10.1,<0> ,1.23,<0> ,1.18,<3> [GCC],8.4,<0> ,19,<0> ,
noczbwq,P,03/30/2022 20:30,1,1,,18.1,<0> ,30.76,<0> ,19.2,<0> ,117.7,<0> ,9.9,<0> ,1.18,<0> ,1.13,<3> [GCC],8.3,<0> ,19,<0> ,
noczbwq,P,03/30/2022 20:45,1,1,,18.1,<0> ,30.79,<0> ,19.2,<0> ,116.7,<0> ,9.8,<0> ,1.12,<0> ,1.07,<3> [GCC],8.3,<0> ,17,<0> ,
noczbwq,P,03/30/2022 21:00,1,1,,18.0,<0> ,30.96,<0> ,19.3,<0> ,118.8,<0> ,10.0,<0> ,1.06,<0> ,1.01,<3> [GCC],8.4,<0> ,15,<0> ,
noczbwq,P,03/30/2022 21:15,1,1,,18.0,<0> ,31.23,<0> ,19.5,<0> ,122.5,<0> ,10.3,<0> ,1.01,<0> ,0.96,<3> [GCC],8.4,<0> ,11,<0> ,
noczbwq,P,03/30/2022 21:30,1,1,,18.1,<0> ,31.51,<0> ,19.7,<0> ,125.0,<0> ,10.5,<0> ,0.95,<0> ,0.90,<3> [GCC],8.5,<0> ,9,<0> ,
noczbwq,P,03/30/2022 21:45,1,1,,18.1,<0> ,31.15,<0> ,19.4,<0> ,112.8,<0> ,9.5,<0> ,0.89,<0> ,0.84,<3> [GCC],8.4,<0> ,7,<0> ,
noczbwq,P,03/30/2022 22:00,1,1,,18.0,<0> ,31.06,<0> ,19.4,<0> ,108.5,<0> ,9.1,<0> ,0.84,<0> ,0.79,<3> [GCC],8.4,<0> ,6,<0> ,
noczbwq,P,03/30/2022 22:15,1,1,,18.0,<0> ,30.92,<0> ,19.3,<0> ,96.2,<0> ,8.1,<0> ,0.78,<0> ,0.73,<3> [GCC],8.2,<0> ,5,<0> ,
noczbwq,P,03/30/2022 22:30,1,1,,18.1,<0> ,30.92,<0> ,19.3,<0> ,98.6,<0> ,8.3,<0> ,0.72,<0> ,0.67,<3> [GCC],8.3,<0> ,5,<0> ,
noczbwq,P,03/30/2022 22:45,1,1,,18.0,<0> ,30.88,<0> ,19.3,<0> ,89.4,<0> ,7.6,<0> ,0.67,<0> ,0.62,<3> [GCC],8.1,<0> ,9,<0> ,
noczbwq,P,03/30/2022 23:00,1,1,,18.1,<0> ,31.06,<0> ,19.4,<0> ,91.5,<0> ,7.7,<0> ,0.62,<0> ,0.57,<3> [GCC],8.2,<0> ,6,<0> ,
noczbwq,P,03/30/2022 23:15,1,1,,18.0,<0> ,30.97,<0> ,19.3,<0> ,87.1,<0> ,7.3,<0> ,0.57,<0> ,0.52,<3> [GCC],8.1,<0> ,6,<0> ,
noczbwq,P,03/30/2022 23:30,1,1,,17.9,<0> ,30.87,<0> ,19.2,<0> ,81.5,<0> ,6.9,<0> ,0.52,<0> ,0.47,<3> [GCC],8.0,<0> ,5,<0> ,
noczbwq,P,03/30/2022 23:45,1,1,,18.0,<0> ,31.12,<0> ,19.4,<0> ,82.3,<0> ,6.9,<0> ,0.48,<0> ,0.43,<3> [GCC],8.0,<0> ,5,<0> ,
noczbwq,P,03/31/2022 00:00,1,1,,17.8,<0> ,31.01,<0> ,19.3,<0> ,76.7,<0> ,6.5,<0> ,0.44,<0> ,0.39,<3> [GCC],7.9,<0> ,6,<0> ,
noczbwq,P,03/31/2022 00:15,1,1,,18.1,<0> ,31.43,<0> ,19.6,<0> ,81.9,<0> ,6.9,<0> ,0.40,<0> ,0.36,<3> [GCC],8.0,<0> ,7,<0> ,
noczbwq,P,03/31/2022 00:30,1,1,,18.1,<0> ,31.44,<0> ,19.6,<0> ,79.0,<0> ,6.6,<0> ,0.37,<0> ,0.33,<3> [GCC],8.0,<0> ,7,<0> ,
noczbwq,P,03/31/2022 00:45,1,1,,18.0,<0> ,31.43,<0> ,19.6,<0> ,76.1,<0> ,6.4,<0> ,0.33,<0> ,0.29,<3> [GCC],7.9,<0> ,7,<0> ,
noczbwq,P,03/31/2022 01:00,1,1,,18.1,<0> ,31.45,<0> ,19.6,<0> ,73.5,<0> ,6.2,<0> ,0.30,<0> ,0.26,<3> [GCC],7.9,<0> ,15,<0> ,
noczbwq,P,03/31/2022 01:15,1,1,,18.0,<0> ,31.44,<0> ,19.6,<0> ,70.5,<0> ,5.9,<0> ,0.27,<0> ,0.23,<3> [GCC],7.8,<0> ,46,<0> ,
noczbwq,P,03/31/2022 01:30,1,1,,18.0,<0> ,31.39,<0> ,19.6,<0> ,67.9,<0> ,5.7,<0> ,0.24,<0> ,0.20,<3> [GCC],7.8,<0> ,37,<0> ,
noczbwq,P,03/31/2022 01:45,1,1,,17.9,<0> ,31.36,<0> ,19.6,<0> ,65.6,<0> ,5.5,<0> ,0.22,<0> ,0.19,<3> [GCC],7.7,<0> ,38,<0> ,
noczbwq,P,03/31/2022 02:00,1,1,,17.9,<0> ,31.30,<0> ,19.5,<0> ,62.8,<0> ,5.3,<0> ,0.19,<0> ,0.16,<3> [GCC],7.7,<0> ,31,<0> ,
noczbwq,P,03/31/2022 02:15,1,1,,17.8,<0> ,31.31,<0> ,19.5,<0> ,61.1,<0> ,5.2,<0> ,0.16,<0> ,0.13,<3> [GCC],7.7,<0> ,36,<0> ,
noczbwq,P,03/31/2022 02:30,1,1,,17.7,<0> ,31.34,<0> ,19.6,<0> ,56.7,<0> ,4.8,<0> ,0.14,<0> ,0.11,<3> [GCC],7.6,<0> ,46,<0> ,
noczbwq,P,03/31/2022 02:45,1,1,,17.6,<0> ,31.27,<0> ,19.5,<0> ,55.1,<0> ,4.7,<0> ,0.11,<0> ,0.09,<3> [GCC],7.6,<0> ,55,<0> ,
noczbwq,P,03/31/2022 03:00,1,1,,17.4,<0> ,31.23,<0> ,19.5,<0> ,55.4,<0> ,4.7,<0> ,0.09,<0> ,0.07,<3> [GCC],7.5,<0> ,78,<0> ,
noczbwq,P,03/31/2022 03:15,1,1,,17.3,<0> ,31.09,<0> ,19.4,<0> ,55.6,<0> ,4.8,<0> ,0.07,<0> ,0.05,<3> [GCC],7.5,<0> ,82,<0> ,
noczbwq,P,03/31/2022 03:30,1,1,,17.3,<0> ,31.27,<0> ,19.5,<0> ,50.7,<0> ,4.3,<0> ,0.05,<0> ,0.03,<3> [GCC],7.5,<0> ,101,<0> ,
noczbwq,P,03/31/2022 03:45,1,1,,17.2,<0> ,31.21,<0> ,19.5,<0> ,50.3,<0> ,4.3,<0> ,0.04,<0> ,0.02,<3> [GCC],7.5,<0> ,109,<0> ,
noczbwq,P,03/31/2022 04:00,1,1,,17.2,<0> ,31.44,<0> ,19.6,<0> ,43.7,<0> ,3.7,<0> ,0.05,<0> ,0.03,<3> [GCC],7.4,<0> ,124,<0> ,
noczbwq,P,03/31/2022 04:15,1,1,,17.1,<0> ,31.63,<0> ,19.8,<0> ,45.7,<0> ,3.9,<0> ,0.07,<0> ,0.05,<3> [GCC],7.4,<0> ,96,<0> ,
noczbwq,P,03/31/2022 04:30,1,1,,17.1,<0> ,31.69,<0> ,19.8,<0> ,41.4,<0> ,3.5,<0> ,0.10,<0> ,0.09,<3> [GCC],7.4,<0> ,103,<0> ,
noczbwq,P,03/31/2022 04:45,1,1,,17.1,<0> ,31.34,<0> ,19.6,<0> ,63.1,<0> ,5.4,<0> ,0.13,<0> ,0.12,<3> [GCC],7.5,<0> ,105,<0> ,
noczbwq,P,03/31/2022 05:00,1,1,,17.2,<0> ,32.21,<0> ,20.2,<0> ,71.7,<0> ,6.1,<0> ,0.19,<0> ,0.18,<3> [GCC],7.6,<0> ,70,<0> ,
noczbwq,P,03/31/2022 05:15,1,1,,17.3,<0> ,32.25,<0> ,20.2,<0> ,77.3,<0> ,6.6,<0> ,0.27,<0> ,0.26,<3> [GCC],7.7,<0> ,17,<0> ,
noczbwq,P,03/31/2022 05:30,1,1,,17.7,<0> ,31.34,<0> ,19.6,<0> ,76.5,<0> ,6.5,<0> ,0.38,<0> ,0.38,<3> [GCC],7.9,<0> ,58,<0> ,
noczbwq,P,03/31/2022 05:45,1,1,,17.8,<0> ,31.91,<0> ,20.0,<0> ,83.8,<0> ,7.1,<0> ,0.51,<0> ,0.50,<3> [GCC],8.0,<0> ,38,<0> ,
noczbwq,P,03/31/2022 06:00,1,1,,17.7,<0> ,32.03,<0> ,20.0,<0> ,84.9,<0> ,7.2,<0> ,0.67,<0> ,0.66,<3> [GCC],8.0,<0> ,27,<0> ,
noczbwq,P,03/31/2022 06:15,1,1,,17.5,<0> ,31.19,<0> ,19.5,<0> ,82.0,<0> ,7.0,<0> ,0.83,<0> ,0.82,<3> [GCC],8.0,<0> ,31,<0> ,
noczbwq,P,03/31/2022 06:30,1,1,,17.5,<0> ,30.81,<0> ,19.2,<0> ,84.2,<0> ,7.2,<0> ,0.99,<0> ,0.98,<3> [GCC],8.0,<0> ,34,<0> ,
noczbwq,P,03/31/2022 06:45,1,1,,17.5,<0> ,30.52,<0> ,19.0,<0> ,83.3,<0> ,7.1,<0> ,1.10,<0> ,1.09,<3> [GCC],7.9,<0> ,38,<0> ,
noczbwq,P,03/31/2022 07:00,1,1,,17.6,<0> ,30.47,<0> ,19.0,<0> ,84.0,<0> ,7.2,<0> ,1.18,<0> ,1.17,<3> [GCC],7.9,<0> ,39,<0> ,
noczbwq,P,03/31/2022 07:15,1,1,,17.6,<0> ,30.41,<0> ,18.9,<0> ,83.7,<0> ,7.1,<0> ,1.24,<0> ,1.23,<3> [GCC],7.9,<0> ,45,<0> ,
noczbwq,P,03/31/2022 07:30,1,1,,17.6,<0> ,30.49,<0> ,19.0,<0> ,83.0,<0> ,7.1,<0> ,1.27,<0> ,1.26,<3> [GCC],7.8,<0> ,41,<0> ,
noczbwq,P,03/31/2022 07:45,1,1,,17.6,<0> ,30.53,<0> ,19.0,<0> ,81.8,<0> ,7.0,<0> ,1.29,<0> ,1.28,<3> [GCC],7.9,<0> ,39,<0> ,
noczbwq,P,03/31/2022 08:00,1,1,,17.6,<0> ,30.51,<0> ,19.0,<0> ,82.2,<0> ,7.0,<0> ,1.31,<0> ,1.31,<3> [GCC],7.8,<0> ,36,<0> ,
noczbwq,P,03/31/2022 08:15,1,1,,17.6,<0> ,30.47,<0> ,19.0,<0> ,83.9,<0> ,7.2,<0> ,1.31,<0> ,1.31,<3> [GCC],7.8,<0> ,39,<0> ,
noczbwq,P,03/31/2022 08:30,1,1,,17.6,<0> ,30.44,<0> ,18.9,<0> ,85.0,<0> ,7.2,<0> ,1.29,<0> ,1.29,<3> [GCC],7.8,<0> ,37,<0> ,
noczbwq,P,03/31/2022 08:45,1,1,,17.7,<0> ,30.42,<0> ,18.9,<0> ,85.6,<0> ,7.3,<0> ,1.26,<0> ,1.26,<3> [GCC],7.9,<0> ,34,<0> ,
noczbwq,P,03/31/2022 09:00,1,1,,17.7,<0> ,30.40,<0> ,18.9,<0> ,88.1,<0> ,7.5,<0> ,1.20,<0> ,1.20,<3> [GCC],7.9,<0> ,28,<0> ,
noczbwq,P,03/31/2022 09:15,1,1,,17.7,<0> ,30.47,<0> ,19.0,<0> ,89.1,<0> ,7.6,<0> ,1.15,<0> ,1.15,<3> [GCC],8.0,<0> ,48,<0> ,
noczbwq,P,03/31/2022 09:30,1,1,,17.8,<0> ,30.58,<0> ,19.0,<0> ,90.3,<0> ,7.7,<0> ,1.08,<0> ,1.08,<3> [GCC],8.0,<0> ,20,<0> ,
noczbwq,P,03/31/2022 09:45,1,1,,17.8,<0> ,30.76,<0> ,19.2,<0> ,91.2,<0> ,7.7,<0> ,1.01,<0> ,1.01,<3> [GCC],8.1,<0> ,15,<0> ,
noczbwq,P,03/31/2022 10:00,1,1,,17.9,<0> ,31.18,<0> ,19.5,<0> ,91.0,<0> ,7.7,<0> ,0.94,<0> ,0.94,<3> [GCC],8.1,<0> ,12,<0> ,
noczbwq,P,03/31/2022 10:15,1,1,,18.2,<0> ,31.27,<0> ,19.5,<0> ,91.8,<0> ,7.7,<0> ,0.89,<0> ,0.89,<3> [GCC],8.0,<0> ,9,<0> ,
noczbwq,P,03/31/2022 10:30,1,1,,18.4,<0> ,31.19,<0> ,19.5,<0> ,90.3,<0> ,7.6,<0> ,0.83,<0> ,0.83,<3> [GCC],8.0,<0> ,7,<0> ,
noczbwq,P,03/31/2022 10:45,1,1,,18.5,<0> ,31.87,<0> ,19.9,<0> ,98.2,<0> ,8.2,<0> ,0.77,<0> ,0.78,<3> [GCC],8.0,<0> ,9,<0> ,
noczbwq,P,03/31/2022 11:00,1,1,,18.8,<0> ,31.73,<0> ,19.8,<0> ,98.2,<0> ,8.1,<0> ,0.72,<0> ,0.73,<3> [GCC],8.0,<0> ,8,<0> ,
noczbwq,P,03/31/2022 11:15,1,1,,19.0,<0> ,31.77,<0> ,19.9,<0> ,101.3,<0> ,8.4,<0> ,0.67,<0> ,0.68,<3> [GCC],8.0,<0> ,9,<0> ,
noczbwq,P,03/31/2022 11:30,1,1,,19.2,<0> ,31.68,<0> ,19.8,<0> ,102.1,<0> ,8.4,<0> ,0.62,<0> ,0.63,<3> [GCC],7.9,<0> ,23,<0> ,
noczbwq,P,03/31/2022 11:45,1,1,,19.4,<0> ,31.96,<0> ,20.0,<0> ,108.7,<0> ,8.9,<0> ,0.57,<0> ,0.58,<3> [GCC],7.9,<0> ,14,<0> ,
noczbwq,P,03/31/2022 12:00,1,1,,19.5,<0> ,31.88,<0> ,19.9,<0> ,109.1,<0> ,8.9,<0> ,0.53,<0> ,0.54,<3> [GCC],7.9,<0> ,16,<0> ,
